,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2022-03-10,-0.19332602827284012,0.08146894215129911,-0.06444126936234398,12.43346365170928,9.493319420250645,6.9273759005397455
2022-03-11,-0.21146061320751516,0.09665568526833815,-0.06988796254760823,12.445044421283322,9.482341464326376,6.9308417006778145
2022-03-14,-0.40785013119043056,-0.11077096822125167,-0.3266318821593191,12.617928045991977,9.568279142554191,7.048292408488381
2022-03-15,-0.3155303512498076,0.04274220265323566,-0.2526931686465874,12.667962968236477,9.642845117945326,7.067817781391102
2022-03-16,-0.15372056922278415,0.22624512019106127,-0.09493447476198065,12.835094954633549,9.78887161480805,7.167092333744145
2022-03-17,-0.06374676359091,0.40662703893892194,0.11038911582289496,12.794461232536749,9.708909262409215,7.080384575062
2022-03-18,0.042037718700455015,0.5066895483686331,0.17047181467012512,12.873830343805146,9.77136770862744,7.10378044398127
2022-03-21,-0.10621419947734449,0.3142345641057455,-0.004790174212721785,12.927986296373161,9.780559032737123,7.101098003040572
2022-03-22,-0.09333152893693523,0.3445854614218511,0.01934588226162416,12.928182165508312,9.780715118125917,7.1005340659905105
2022-03-23,-0.0346332382988043,0.36305707927879405,0.08290823469917935,12.939478371729084,9.78015102682802,7.101349908515392
2022-03-24,0.010084073272521128,0.41997764759809375,0.17494783031550618,12.95032655837129,9.795777196065217,7.116235686767343
2022-03-25,-0.08530647094123524,0.31003817539274164,0.04851254296746513,12.967227293585362,9.768352200619175,7.118905325882503
2022-03-28,0.014456795238814352,0.42559405108975534,0.13963357059581225,13.001250767076042,9.787863086254522,7.108785382882885
2022-03-29,0.11364896974520662,0.523878001360031,0.2872521742476795,13.045785185626576,9.83944413381499,7.133053639921244
2022-03-30,0.09341511259024343,0.5157553082326479,0.2320392449729021,13.04398699617889,9.839908494502817,7.120355513249119
2022-03-31,0.005264520314231826,0.2999777571462814,0.03484094813579289,13.03028335226222,9.795581701152503,7.0616220136847305
2022-04-01,-0.03961424106693664,0.2638619940191596,-0.0513845593369163,13.016866024003626,9.778150560423231,7.051484421013732
2022-04-04,0.009691999350396007,0.263607888709631,-0.0320909692730856,13.03980018715562,9.77809719992193,7.0584936964782905
2022-04-05,-0.15710281597557846,0.111964157436045,-0.19720503091872543,13.224342561166946,9.92259324134268,7.179181097832818
2022-04-06,-0.30167343054190954,-0.04322200019352022,-0.37889808870736347,13.301717281426601,9.949807593035773,7.18480411889445
2022-04-07,-0.3288009426154492,-0.07243172191718007,-0.3725063295953561,13.301651382060637,9.94597724161243,7.184822431719839
2022-04-08,-0.41103993802776584,-0.1325741595745287,-0.41664223943511797,13.353329976549475,9.964618441450368,7.19854505968895
2022-04-11,-0.5779860207713958,-0.3437148629202415,-0.6222579307848974,13.483634927207977,10.094635063731502,7.239208921582692
2022-04-12,-0.5737680071848895,-0.33836828569209754,-0.5541826771513185,13.482519334125683,10.092967170939456,7.228545568609269
2022-04-13,-0.5462399843763275,-0.3940842647440385,-0.6136371336495227,13.509182852373893,10.037258520618279,7.179317919786567
2022-04-14,-0.6992635170803014,-0.5321795025600431,-0.7660606719209355,13.668449036594286,10.15750998207682,7.273421193879563
2022-04-18,-0.6879550770727645,-0.5092838547315015,-0.7271715819778832,13.665997076116579,10.150802646936285,7.265493600593344
2022-04-19,-0.6143091110941155,-0.4181799982682422,-0.704674069239834,13.687748083026314,10.169323491212367,7.266194041962646
2022-04-20,-0.643810044510796,-0.4073351456370373,-0.7352733043132634,13.678587881035192,10.176730663243848,7.254162007733081
2022-04-21,-0.7120749989674069,-0.4853315544154388,-0.8023528992735843,13.744926882172267,10.240518690142864,7.300022564105182
2022-04-22,-0.8619851627754064,-0.7156326097146061,-0.9863908716606625,13.840841803638485,10.403184802728273,7.386993735823183
2022-04-25,-0.7953862834335441,-0.648857571520667,-0.963538364314983,13.879383297026912,10.43050650662558,7.392252362944153
2022-04-26,-0.8916454946227996,-0.7388909526468495,-1.0217883197811448,13.966861817596438,10.511949861344457,7.427081440839835
2022-04-27,-0.9379373573458868,-0.7724271244389065,-1.0795025639200828,13.980249472915892,10.517190757886608,7.437824423943798
2022-04-28,-0.8053896220063659,-0.6425095765184107,-0.9278993752242053,14.115984438978552,10.63059027270109,7.517444219607633
2022-04-29,-0.9755791443989993,-0.8476399483844225,-1.101226908316397,14.419961165374668,10.982048334876682,7.7098730734781435
2022-05-02,-0.9845716585702302,-0.8922360796077622,-1.172162488374289,14.418647923330944,10.985245223739474,7.714065498057063
2022-05-03,-0.9218671838683555,-0.8325308899772261,-1.0877619179006885,14.414822174580403,10.999534756643653,7.710023821831942
2022-05-04,-0.7754568904032729,-0.6456258045762044,-0.8912211585439109,14.562535247525158,11.186716116060744,7.84994368801561
2022-05-05,-1.0503897561018238,-0.9490826368340598,-1.2002687981641444,15.060675121827238,11.64081777057371,8.12431721864619
2022-05-06,-1.1639369081718305,-1.0483171539599863,-1.315209935913689,15.099408197246063,11.67439137937299,8.138092023633723
2022-05-09,-1.2284581375782297,-1.0934333986445204,-1.3556538685884392,15.185568298772262,11.739472541255777,8.181967945578977
2022-05-10,-1.137830220680205,-0.9866240321548285,-1.2834553378281015,15.218047652002745,11.728644430207058,8.183935451868408
2022-05-11,-1.1017435352845615,-0.8664839691960321,-1.1724479359861502,15.179703464336786,11.607894794956888,8.097866072413426
2022-05-12,-1.1626167424427447,-0.947611804686969,-1.2666478902854235,15.165820108280839,11.580430888671183,8.085754047288846
2022-05-13,-1.144571554203198,-0.9914806821646303,-1.3276820975437613,15.185363983697528,11.536722095346729,8.043909695657
2022-05-16,-1.1812902591480452,-0.9955379625652107,-1.3325379968878501,15.195744935991687,11.537685919657312,8.043886843853215
2022-05-17,-1.1024059302448757,-0.8771659065359451,-1.2623922871056457,15.216495328671062,11.547588139600764,8.046714744212245
2022-05-18,-1.202555678937103,-0.9866143263072078,-1.3670641553664906,15.31150367682541,11.655845174296347,8.109858123135375
2022-05-19,-1.2628389450577575,-1.0970752748518737,-1.4494166112714122,15.288536601744477,11.615024373536485,8.071132274295561
2022-05-20,-1.234791928484053,-1.0617643291721404,-1.4129637860388162,15.293203070942301,11.625778626418725,8.075801217136206
2022-05-23,-1.2655558142194847,-1.0898327875988354,-1.4507919607547444,15.279172707198185,11.608850496290044,8.060093195492241
2022-05-24,-1.2901408218260575,-1.082186225756963,-1.4776109518800975,15.279588681672646,11.61118367265402,8.052932607290444
2022-05-25,-1.2364495306943246,-1.02550517250473,-1.4296735837117587,15.307490084062566,11.633176977592328,8.063741492901501
2022-05-26,-1.1476584413800905,-0.9242788845594482,-1.323295388967376,15.36250661469234,11.678864094081508,8.093632144297862
2022-05-27,-1.0331176371367636,-0.7879091778231279,-1.2023615671314718,15.47266679711537,11.78503425075959,8.159408752353071
2022-05-31,-1.0883181033638878,-0.8795708115437925,-1.2858645827390647,15.507417457458395,11.843133137921301,8.20173390792213
2022-06-01,-1.1267896879130832,-0.939641788171094,-1.3462291388761636,15.50972357395231,11.852053466759365,8.203075534385585
2022-06-02,-0.9774659371101111,-0.8072395947037463,-1.1357846353232641,15.571526613870926,11.905553621110073,8.2419125568747
2022-06-03,-1.140897540112094,-0.9899412590694994,-1.366176696520004,15.602878977682359,11.899651107741072,8.238954292987424
2022-06-06,-1.1884805314906293,-1.0210055248503231,-1.4203029307038595,15.612762917310993,11.910575254701355,8.248242398680862
2022-06-07,-1.1255073549747332,-0.9581703814228725,-1.3515490219821904,15.644552507724043,11.951097608123384,8.275499636260903
2022-06-08,-1.168856913539318,-1.0615097968617753,-1.4315695195070013,15.660668796258385,11.98773196232913,8.289514267721058
2022-06-09,-1.2867312135505522,-1.2085351751318738,-1.5910151815846105,15.696848932774273,12.042529010356908,8.316260573793672
2022-06-10,-1.4085853489066862,-1.3605695965016575,-1.6987201178507438,15.82783915227818,12.20270238736392,8.396986029132588
2022-06-13,-1.6325571622052184,-1.5759968308799168,-1.9207070720055441,16.3004563602481,12.707498386426419,8.838656080805606
2022-06-14,-1.6408994371453216,-1.6158314264656262,-1.9532196299001314,16.303241016557017,12.722532573115489,8.850070536214805
2022-06-15,-1.4616449546736145,-1.4500990560168234,-1.699833606729116,16.448927054465802,12.825857412476749,8.963508862006181
2022-06-16,-1.5640746622976167,-1.6164388106324619,-1.7817021277448792,16.536530651211727,12.915010164516257,8.995064595461395
2022-06-17,-1.469466973537539,-1.5905758460833035,-1.7575086747413837,16.54029997065666,12.919094099713826,8.997323766483206
2022-06-21,-1.488564393685784,-1.5385332836159953,-1.736458482431646,16.526018852416968,12.946355553902972,9.004198249069695
2022-06-22,-1.4476701389696929,-1.491588736785263,-1.6793567288484448,16.55889632960141,12.979201321314877,9.031952408362695
2022-06-23,-1.37492550484233,-1.4038725667610532,-1.602671841911954,16.60076860711591,13.015115269015121,9.051274907876838
2022-06-24,-1.3256229788090794,-1.32799843231256,-1.5358821672174667,16.640980740065146,13.079273854118703,9.084066824096444
2022-06-27,-1.377151210757872,-1.35511768351446,-1.5720344729439908,16.653995354257646,13.088712113388265,9.093483425411806
2022-06-28,-1.4896281594122487,-1.4732564591253694,-1.7068565166174825,16.69975991873964,13.113421082982885,9.110309194637246
2022-06-29,-1.4464869480255003,-1.43574319014032,-1.6529621953305438,16.718035611094106,13.127662503968404,9.12120400411013
2022-06-30,-1.4676525777142482,-1.4640957624140236,-1.6875931734207312,16.7192164119071,13.124738834960981,9.119116157302987
2022-07-01,-1.4339701891133694,-1.4059692502850105,-1.6250804438322604,16.738224625515787,13.164966256604204,9.145193442500762
2022-07-05,-1.4159744049033551,-1.4279661638450498,-1.6778089502326763,16.75592834737845,13.152133803441457,9.124776696852214
2022-07-06,-1.4545132808752024,-1.4912176800488377,-1.7851014618136027,16.758003419133967,13.152060942849959,9.128507302664236
2022-07-07,-1.4245670616860286,-1.4933355501152106,-1.7859079172237229,16.77471337991982,13.150841798504567,9.128206886723115
2022-07-08,-1.4160113011115567,-1.5050396286490493,-1.8029131504042921,16.771140727532156,13.155155497173626,9.131092847495017
2022-07-11,-1.4838121550659642,-1.5108882052985084,-1.8277188624660843,16.75753597760509,13.154601280445974,9.132470858458886
2022-07-12,-1.5172532456908796,-1.5457649638909579,-1.8599858158529643,16.754753628583355,13.154704167244386,9.133364925733963
2022-07-13,-1.4863184327675985,-1.4968715083847668,-1.812654760402265,16.76168804353123,13.148602411891233,9.135100273598553
2022-07-14,-1.5163437002959805,-1.5749736058999864,-1.9190972777413569,16.758492427861313,13.140994285796737,9.126891936093449
2022-07-15,-1.4170160218741514,-1.4809267649712248,-1.8398720632341974,16.80247377414761,13.214868776387265,9.160701157937526
2022-07-18,-1.4245204069210622,-1.50666887567991,-1.843055731838904,16.80845304458111,13.23359856621425,9.162207906445346
2022-07-19,-1.2879705402748653,-1.3919649973101342,-1.7639441709638384,16.853066434711423,13.312380394617342,9.199972778177102
2022-07-20,-1.2938794797294586,-1.3903971399108268,-1.7636158942893931,16.847486896552553,13.31317602004178,9.200061240916831
2022-07-21,-1.231053521456299,-1.284723653981584,-1.6112432470805778,16.912912832843844,13.38148611088269,9.278900425788464
2022-07-22,-1.2668822427573498,-1.3152274545476281,-1.6421461443589247,16.907368811043888,13.370896729254476,9.270570663475045
2022-07-25,-1.3599452056925923,-1.3653985326780784,-1.6992895873064755,16.896298768871606,13.367502679005211,9.273185944817223
2022-07-26,-1.423317947165906,-1.4171212961340527,-1.749401521344865,16.921810013216177,13.38190617177815,9.286180589690872
2022-07-27,-1.2603495982434072,-1.3234883248395886,-1.6010130963469715,17.038913786930703,13.450501830917073,9.376598911671042
2022-07-28,-1.2181039555349522,-1.2383926037221802,-1.5140734478586275,17.064481787005278,13.497006587953372,9.422289737193118
2022-07-29,-1.1881055734690165,-1.1819226001905976,-1.4680294682474295,17.08378679483819,13.52109281524257,9.43899992577235
2022-08-01,-1.0983324758378552,-1.1149147793518517,-1.3915568183157945,17.111748072867446,13.545892253708896,9.455065431603096
2022-08-02,-1.1543326698672307,-1.2197177462991307,-1.49973137130193,17.143091592563255,13.596833377308728,9.492594544257834
2022-08-03,-1.055488404520264,-1.1355398339234004,-1.4014767315286507,17.268075207982957,13.680302331167468,9.554864808321224
2022-08-04,-1.031871034674344,-1.1239486227413868,-1.3505231112491964,17.27184825094004,13.679266663298137,9.566812698565242
2022-08-05,-1.1396967116809185,-1.21136017827331,-1.4526311321895786,17.326436646110086,13.715408974661845,9.622148587522092
2022-08-08,-1.0697803918484774,-1.1275298086786454,-1.3205869169791937,17.32672791560644,13.719254887230106,9.599753213991603
2022-08-09,-1.0943721388421195,-1.141945801178923,-1.315956894865898,17.338774870967192,13.72291396798199,9.598172778528014
2022-08-10,-1.0143678004958696,-1.0591338757924573,-1.2237304802470756,17.38122837833188,13.761446959950064,9.623637031202817
2022-08-11,-1.1039486419921007,-1.1343801297517184,-1.315766293725576,17.42346033999077,13.789886671458568,9.639067300686179
2022-08-12,-1.029971096710019,-1.034638195355835,-1.2132548861034524,17.489203980476198,13.865784101171261,9.693052987076577
2022-08-15,-1.040723320641522,-1.0739402506615092,-1.2832798903055074,17.484213552801638,13.846190218566749,9.666694735219686
2022-08-16,-1.0497471141111563,-1.0705811351779917,-1.3054507409717917,17.48260225948093,13.847190789285143,9.663655816606413
2022-08-17,-1.073200437532688,-1.100622422954076,-1.3459009831678648,17.502604612201917,13.865689043089043,9.684314826900259
2022-08-18,-1.018753586349285,-1.0462732486241155,-1.3037964896648646,17.488793186166166,13.860010970701197,9.682437972949053
2022-08-19,-1.1262321582655206,-1.1740009848735125,-1.4318488872048032,17.569912717402797,13.925699567026795,9.737876027439837
2022-08-22,-1.2550451355504049,-1.3053347809455513,-1.5646528750697584,17.616673826579028,13.979656002576322,9.78463365494713
2022-08-23,-1.3412528476029324,-1.3679682113458995,-1.6346524342710491,17.57041197409134,13.9719089154449,9.763972337767008
2022-08-24,-1.3599972822369084,-1.359813920492652,-1.6283043763795326,17.56863159447964,13.971083466824394,9.763782517663088
2022-08-25,-1.266589542675959,-1.2384872741400528,-1.4991803170679805,17.64184107950257,14.045715439923553,9.809363438260615
2022-08-26,-1.3433647736762433,-1.3370012191665455,-1.6102753456611767,17.736662304021433,14.14852619062861,9.89885300581546
2022-08-29,-1.4527671747256752,-1.4466496811765233,-1.739974012000381,17.71860141846771,14.137657521758257,9.878221583912213
2022-08-30,-1.5137428990430721,-1.5122549803635212,-1.8139274426443064,17.712517157701342,14.13968089265679,9.88263575967975
2022-08-31,-1.5525622530757774,-1.5442470216350388,-1.8551793839218478,17.72480824361241,14.15783041659275,9.896372463083502
2022-09-01,-1.6058222120711287,-1.589359289735051,-1.9148957554728525,17.74135727936174,14.164925846346133,9.907334978627036
2022-09-02,-1.6032782498462539,-1.643955818202966,-1.9288134685240472,17.741849584434704,14.162250477215114,9.906188023470149
